"","state","county","crop","average","event","hyp_loss"
"43400","SC","Greenville","Apples",-48.4,"Extreme heat",-58.08
"43401","SC","Greenwood","Apples",-31.8,"Extreme heat",-38.16
"43402","SC","Lancaster","Apples",-20.5,"Extreme heat",-24.6
"43403","SC","Laurens","Apples",-42.7,"Extreme heat",-51.24
"43404","SC","Lexington","Apples",-7.6,"Extreme heat",-9.12
"43405","SC","McCormick","Apples",-26.4,"Extreme heat",-31.68
"43406","SC","Newberry","Apples",-27.8,"Extreme heat",-33.36
"43407","SC","Oconee","Apples",-61.5,"Extreme heat",-73.8
"43408","SC","Pickens","Apples",-53.2,"Extreme heat",-63.84
"43409","SC","Saluda","Apples",-20.8,"Extreme heat",-24.96
"43410","SC","Spartanburg","Apples",-46.8,"Extreme heat",-56.16
"43411","SC","Union","Apples",-34.4,"Extreme heat",-41.28
"43412","SC","York","Apples",-24.9,"Extreme heat",-29.88
"43413","TN","Anderson","Apples",-52,"Extreme heat",-62.4
"43414","TN","Bedford","Apples",-39.3,"Extreme heat",-47.16
"43415","TN","Benton","Apples",-26.4,"Extreme heat",-31.68
"43416","TN","Bledsoe","Apples",-67.6,"Extreme heat",-81.12
"43417","TN","Blount","Apples",-54.1,"Extreme heat",-64.92
"43418","TN","Bradley","Apples",-66.7,"Extreme heat",-80.04
"43419","TN","Campbell","Apples",-42.1,"Extreme heat",-50.52
"43420","TN","Cannon","Apples",-41.2,"Extreme heat",-49.44
"43421","TN","Carroll","Apples",-33.2,"Extreme heat",-39.84
"43422","TN","Carter","Apples",-36.1,"Extreme heat",-43.32
"43423","TN","Cheatham","Apples",-25.5,"Extreme heat",-30.6
"43424","TN","Chester","Apples",-33.8,"Extreme heat",-40.56
"43425","TN","Claiborne","Apples",-39,"Extreme heat",-46.8
"43426","TN","Clay","Apples",-26,"Extreme heat",-31.2
"43427","TN","Cocke","Apples",-52.6,"Extreme heat",-63.12
"43428","TN","Coffee","Apples",-43.9,"Extreme heat",-52.68
"43429","TN","Crockett","Apples",-24.9,"Extreme heat",-29.88
"43430","TN","Cumberland","Apples",-60.9,"Extreme heat",-73.08
"43431","TN","Davidson","Apples",-20.3,"Extreme heat",-24.36
"43432","TN","Decatur","Apples",-31.5,"Extreme heat",-37.8
"43433","TN","DeKalb","Apples",-34.2,"Extreme heat",-41.04
"43434","TN","Dickson","Apples",-33.7,"Extreme heat",-40.44
"43435","TN","Dyer","Apples",-17.4,"Extreme heat",-20.88
"43436","TN","Fayette","Apples",-25.4,"Extreme heat",-30.48
"43437","TN","Fentress","Apples",-46.7,"Extreme heat",-56.04
"43438","TN","Franklin","Apples",-43.7,"Extreme heat",-52.44
"43439","TN","Gibson","Apples",-34.3,"Extreme heat",-41.16
"43440","TN","Giles","Apples",-42.9,"Extreme heat",-51.48
"43441","TN","Grainger","Apples",-49.7,"Extreme heat",-59.64
"43442","TN","Greene","Apples",-44.6,"Extreme heat",-53.52
"43443","TN","Grundy","Apples",-56.9,"Extreme heat",-68.28
"43444","TN","Hamblen","Apples",-56.3,"Extreme heat",-67.56
"43445","TN","Hamilton","Apples",-69.5,"Extreme heat",-83.4
"43446","TN","Hancock","Apples",-47.5,"Extreme heat",-57
"43447","TN","Hardeman","Apples",-34.1,"Extreme heat",-40.92
"43448","TN","Hardin","Apples",-35.7,"Extreme heat",-42.84
"43449","TN","Hawkins","Apples",-47.5,"Extreme heat",-57
"43450","TN","Haywood","Apples",-22.3,"Extreme heat",-26.76
"43451","TN","Henderson","Apples",-29,"Extreme heat",-34.8
"43452","TN","Henry","Apples",-25.5,"Extreme heat",-30.6
"43453","TN","Hickman","Apples",-36.3,"Extreme heat",-43.56
"43454","TN","Houston","Apples",-12.3,"Extreme heat",-14.76
"43455","TN","Humphreys","Apples",-30.4,"Extreme heat",-36.48
"43456","TN","Jackson","Apples",-21.4,"Extreme heat",-25.68
"43457","TN","Jefferson","Apples",-54.4,"Extreme heat",-65.28
"43458","TN","Johnson","Apples",-20.2,"Extreme heat",-24.24
"43459","TN","Knox","Apples",-53.9,"Extreme heat",-64.68
"43460","TN","Lake","Apples",-14.7,"Extreme heat",-17.64
"43461","TN","Lauderdale","Apples",-16.9,"Extreme heat",-20.28
"43462","TN","Lawrence","Apples",-39.9,"Extreme heat",-47.88
"43463","TN","Lewis","Apples",-34.4,"Extreme heat",-41.28
"43464","TN","Lincoln","Apples",-27.6,"Extreme heat",-33.12
"43465","TN","Loudon","Apples",-59,"Extreme heat",-70.8
"43466","TN","Macon","Apples",-8.2,"Extreme heat",-9.84
"43467","TN","Madison","Apples",-33.2,"Extreme heat",-39.84
"43468","TN","Marion","Apples",-57.5,"Extreme heat",-69
"43469","TN","Marshall","Apples",-48,"Extreme heat",-57.6
"43470","TN","Maury","Apples",-43.3,"Extreme heat",-51.96
"43471","TN","McMinn","Apples",-64.1,"Extreme heat",-76.92
"43472","TN","McNairy","Apples",-35.1,"Extreme heat",-42.12
"43473","TN","Meigs","Apples",-67.6,"Extreme heat",-81.12
"43474","TN","Monroe","Apples",-63.7,"Extreme heat",-76.44
"43475","TN","Moore","Apples",-32,"Extreme heat",-38.4
"43476","TN","Morgan","Apples",-58.3,"Extreme heat",-69.96
"43477","TN","Obion","Apples",-23.2,"Extreme heat",-27.84
"43478","TN","Overton","Apples",-38.1,"Extreme heat",-45.72
"43479","TN","Perry","Apples",-36.9,"Extreme heat",-44.28
"43480","TN","Pickett","Apples",-38.4,"Extreme heat",-46.08
"43481","TN","Polk","Apples",-61.2,"Extreme heat",-73.44
"43482","TN","Putnam","Apples",-31.9,"Extreme heat",-38.28
"43483","TN","Rhea","Apples",-70.7,"Extreme heat",-84.84
"43484","TN","Roane","Apples",-61.5,"Extreme heat",-73.8
"43485","TN","Rutherford","Apples",-35.4,"Extreme heat",-42.48
"43486","TN","Scott","Apples",-46.9,"Extreme heat",-56.28
"43487","TN","Sequatchie","Apples",-63.6,"Extreme heat",-76.32
"43488","TN","Sevier","Apples",-54,"Extreme heat",-64.8
"43489","TN","Shelby","Apples",-11.4,"Extreme heat",-13.68
"43490","TN","Smith","Apples",-20.4,"Extreme heat",-24.48
"43491","TN","Sullivan","Apples",-40.3,"Extreme heat",-48.36
"43492","TN","Tipton","Apples",-16.2,"Extreme heat",-19.44
"43493","TN","Trousdale","Apples",-3.3,"Extreme heat",-3.96
"43494","TN","Unicoi","Apples",-40.6,"Extreme heat",-48.72
"43495","TN","Union","Apples",-45.8,"Extreme heat",-54.96
"43496","TN","Van Buren","Apples",-51,"Extreme heat",-61.2
"43497","TN","Warren","Apples",-44.8,"Extreme heat",-53.76
"43498","TN","Washington","Apples",-45.1,"Extreme heat",-54.12
"43499","TN","Wayne","Apples",-33.1,"Extreme heat",-39.72
"43500","TN","Weakley","Apples",-35.6,"Extreme heat",-42.72
"43501","TN","White","Apples",-41.5,"Extreme heat",-49.8
"43502","TN","Williamson","Apples",-34.5,"Extreme heat",-41.4
"43503","TN","Wilson","Apples",-22.9,"Extreme heat",-27.48
"43504","UT","Beaver","Apples",-21.2,"Extreme heat",-25.44
"43505","UT","Box Elder","Apples",-14.6,"Extreme heat",-17.52
"43506","UT","Cache","Apples",-15.1,"Extreme heat",-18.12
"43507","UT","Carbon","Apples",-9.8,"Extreme heat",-11.76
"43508","UT","Daggett","Apples",-18.5,"Extreme heat",-22.2
"43509","UT","Davis","Apples",-6.9,"Extreme heat",-8.28
"43510","UT","Duchesne","Apples",-19.2,"Extreme heat",-23.04
"43511","UT","Emery","Apples",-17.3,"Extreme heat",-20.76
"43512","UT","Garfield","Apples",-7.4,"Extreme heat",-8.88
"43513","UT","Grand","Apples",-7.9,"Extreme heat",-9.48
"43514","UT","Iron","Apples",-14.1,"Extreme heat",-16.92
"43515","UT","Juab","Apples",-28.5,"Extreme heat",-34.2
"43516","UT","Kane","Apples",-10.3,"Extreme heat",-12.36
"43517","UT","Millard","Apples",-34.9,"Extreme heat",-41.88
"43518","UT","Morgan","Apples",-23.4,"Extreme heat",-28.08
"43519","UT","Piute","Apples",-13.9,"Extreme heat",-16.68
"43520","UT","Rich","Apples",-14.9,"Extreme heat",-17.88
"43521","UT","San Juan","Apples",-2.3,"Extreme heat",-2.76
"43522","UT","Sanpete","Apples",-22.8,"Extreme heat",-27.36
"43523","UT","Sevier","Apples",-18.7,"Extreme heat",-22.44
"43524","UT","Summit","Apples",-7.2,"Extreme heat",-8.64
"43525","UT","Tooele","Apples",-13.1,"Extreme heat",-15.72
"43526","UT","Uintah","Apples",-20.5,"Extreme heat",-24.6
"43527","UT","Utah","Apples",-24.1,"Extreme heat",-28.92
"43528","UT","Wasatch","Apples",-6.1,"Extreme heat",-7.32
"43529","UT","Washington","Apples",-6.1,"Extreme heat",-7.32
"43530","UT","Wayne","Apples",-13.2,"Extreme heat",-15.84
"43531","UT","Weber","Apples",-14.5,"Extreme heat",-17.4
"43532","KY","Adair","Other grain",-5.3,"Drought",-6.36
"43533","KY","Allen","Other grain",-3.2,"Drought",-3.84
"43534","KY","Anderson","Other grain",-3.7,"Drought",-4.44
"43535","KY","Ballard","Other grain",-16.3,"Drought",-19.56
"43536","KY","Barren","Other grain",-6.1,"Drought",-7.32
"43537","KY","Bath","Other grain",-3,"Drought",-3.6
"43538","KY","Bell","Other grain",-3,"Drought",-3.6
"43539","KY","Boone","Other grain",-7,"Drought",-8.4
"43540","KY","Bourbon","Other grain",-4.6,"Drought",-5.52
"43541","KY","Boyd","Other grain",-4.6,"Drought",-5.52
"43542","KY","Boyle","Other grain",-1.9,"Drought",-2.28
"43543","KY","Bracken","Other grain",-4.1,"Drought",-4.92
"43544","KY","Breathitt","Other grain",-2.8,"Drought",-3.36
"43545","KY","Breckinridge","Other grain",-6.6,"Drought",-7.92
"43546","KY","Bullitt","Other grain",-5,"Drought",-6
"43547","KY","Butler","Other grain",-5.3,"Drought",-6.36
"43548","KY","Caldwell","Other grain",-8.7,"Drought",-10.44
"43549","KY","Calloway","Other grain",-7.3,"Drought",-8.76
"43550","KY","Campbell","Other grain",-5.2,"Drought",-6.24
"43551","KY","Carlisle","Other grain",-15.8,"Drought",-18.96
"43552","KY","Carroll","Other grain",-5,"Drought",-6
"43553","KY","Carter","Other grain",-4.8,"Drought",-5.76
"43554","KY","Casey","Other grain",-2.9,"Drought",-3.48
"43555","KY","Christian","Other grain",-5.1,"Drought",-6.12
"43556","KY","Clark","Other grain",-3.9,"Drought",-4.68
"43557","KY","Clay","Other grain",-2.6,"Drought",-3.12
"43558","KY","Clinton","Other grain",-3.5,"Drought",-4.2
"43559","KY","Crittenden","Other grain",-8.7,"Drought",-10.44
"43560","KY","Cumberland","Other grain",-5.8,"Drought",-6.96
"43561","KY","Daviess","Other grain",-6.8,"Drought",-8.16
"43562","KY","Edmonson","Other grain",-6.2,"Drought",-7.44
"43563","KY","Elliott","Other grain",-4.4,"Drought",-5.28
"43564","KY","Estill","Other grain",-3.6,"Drought",-4.32
"43565","KY","Fayette","Other grain",-5.1,"Drought",-6.12
"43566","KY","Fleming","Other grain",-3.7,"Drought",-4.44
"43567","KY","Floyd","Other grain",-2.4,"Drought",-2.88
"43568","KY","Franklin","Other grain",-4.4,"Drought",-5.28
"43569","KY","Fulton","Other grain",-8.8,"Drought",-10.56
"43570","KY","Gallatin","Other grain",-7,"Drought",-8.4
"43571","KY","Garrard","Other grain",-2.7,"Drought",-3.24
"43572","KY","Grant","Other grain",-5.1,"Drought",-6.12
"43573","KY","Graves","Other grain",-13.2,"Drought",-15.84
"43574","KY","Grayson","Other grain",-6.6,"Drought",-7.92
"43575","KY","Green","Other grain",-3.8,"Drought",-4.56
"43576","KY","Greenup","Other grain",-5.5,"Drought",-6.6
"43577","KY","Hancock","Other grain",-7.1,"Drought",-8.52
"43578","KY","Hardin","Other grain",-6.1,"Drought",-7.32
"43579","KY","Harrison","Other grain",-4.6,"Drought",-5.52
"43580","KY","Hart","Other grain",-4.9,"Drought",-5.88
"43581","KY","Henderson","Other grain",-8.5,"Drought",-10.2
"43582","KY","Henry","Other grain",-5.1,"Drought",-6.12
"43583","KY","Hickman","Other grain",-13.4,"Drought",-16.08
"43584","KY","Hopkins","Other grain",-7,"Drought",-8.4
"43585","KY","Jackson","Other grain",-3.1,"Drought",-3.72
"43586","KY","Jefferson","Other grain",-4.2,"Drought",-5.04
"43587","KY","Jessamine","Other grain",-4.3,"Drought",-5.16
"43588","KY","Johnson","Other grain",-3,"Drought",-3.6
"43589","KY","Kenton","Other grain",-5.6,"Drought",-6.72
"43590","KY","Knott","Other grain",-1.9,"Drought",-2.28
"43591","KY","Knox","Other grain",-4.1,"Drought",-4.92
"43592","KY","Larue","Other grain",-5.7,"Drought",-6.84
"43593","KY","Laurel","Other grain",-2.9,"Drought",-3.48
"43594","KY","Lawrence","Other grain",-4.9,"Drought",-5.88
"43595","KY","Lee","Other grain",-2.9,"Drought",-3.48
"43596","KY","Leslie","Other grain",-2.6,"Drought",-3.12
"43597","KY","Lewis","Other grain",-5.2,"Drought",-6.24
"43598","KY","Lincoln","Other grain",-2.7,"Drought",-3.24
"43599","KY","Livingston","Other grain",-9.4,"Drought",-11.28
"43600","KY","Logan","Other grain",-3.2,"Drought",-3.84
"43601","KY","Lyon","Other grain",-7.7,"Drought",-9.24
"43602","KY","Madison","Other grain",-3.8,"Drought",-4.56
"43603","KY","Magoffin","Other grain",-3.1,"Drought",-3.72
"43604","KY","Marion","Other grain",-3.6,"Drought",-4.32
"43605","KY","Marshall","Other grain",-10.4,"Drought",-12.48
"43606","KY","Martin","Other grain",-2.7,"Drought",-3.24
"43607","KY","Mason","Other grain",-4.1,"Drought",-4.92
"43608","KY","McCracken","Other grain",-15.1,"Drought",-18.12
"43609","KY","McCreary","Other grain",-3.3,"Drought",-3.96
"43610","KY","McLean","Other grain",-6.7,"Drought",-8.04
"43611","KY","Meade","Other grain",-6.8,"Drought",-8.16
"43612","KY","Menifee","Other grain",-4,"Drought",-4.8
"43613","KY","Mercer","Other grain",-2.7,"Drought",-3.24
"43614","KY","Metcalfe","Other grain",-6.1,"Drought",-7.32
"43615","KY","Monroe","Other grain",-5.4,"Drought",-6.48
"43616","KY","Montgomery","Other grain",-3.4,"Drought",-4.08
"43617","KY","Morgan","Other grain",-3.4,"Drought",-4.08
"43618","KY","Muhlenberg","Other grain",-5.4,"Drought",-6.48
"43619","KY","Nelson","Other grain",-3.9,"Drought",-4.68
"43620","KY","Nicholas","Other grain",-3.4,"Drought",-4.08
"43621","KY","Ohio","Other grain",-6.8,"Drought",-8.16
"43622","KY","Oldham","Other grain",-3.5,"Drought",-4.2
"43623","KY","Owen","Other grain",-4.7,"Drought",-5.64
"43624","KY","Owsley","Other grain",-3.3,"Drought",-3.96
"43625","KY","Pendleton","Other grain",-4.7,"Drought",-5.64
"43626","KY","Perry","Other grain",-2.4,"Drought",-2.88
"43627","KY","Pike","Other grain",-1.2,"Drought",-1.44
"43628","KY","Powell","Other grain",-3.4,"Drought",-4.08
"43629","KY","Pulaski","Other grain",-2.7,"Drought",-3.24
"43630","KY","Robertson","Other grain",-3.1,"Drought",-3.72
"43631","KY","Rockcastle","Other grain",-3.5,"Drought",-4.2
"43632","KY","Rowan","Other grain",-3.5,"Drought",-4.2
"43633","KY","Russell","Other grain",-2.7,"Drought",-3.24
"43634","KY","Scott","Other grain",-5,"Drought",-6
"43635","KY","Shelby","Other grain",-5,"Drought",-6
"43636","KY","Simpson","Other grain",-2.9,"Drought",-3.48
"43637","KY","Spencer","Other grain",-4.3,"Drought",-5.16
"43638","KY","Taylor","Other grain",-3.4,"Drought",-4.08
"43639","KY","Todd","Other grain",-3,"Drought",-3.6
"43640","KY","Trigg","Other grain",-6.2,"Drought",-7.44
"43641","KY","Trimble","Other grain",-4.3,"Drought",-5.16
"43642","KY","Union","Other grain",-9.1,"Drought",-10.92
"43643","KY","Warren","Other grain",-4.5,"Drought",-5.4
"43644","KY","Washington","Other grain",-3.2,"Drought",-3.84
"43645","KY","Wayne","Other grain",-2.4,"Drought",-2.88
"43646","KY","Webster","Other grain",-7.7,"Drought",-9.24
"43647","KY","Whitley","Other grain",-6.4,"Drought",-7.68
"43648","KY","Wolfe","Other grain",-3.8,"Drought",-4.56
"43649","KY","Woodford","Other grain",-4.2,"Drought",-5.04
"43650","KY","Adair","Other grain",-8.4,"Extreme heat",-10.08
"43651","KY","Allen","Other grain",-6,"Extreme heat",-7.2
"43652","KY","Anderson","Other grain",-7.1,"Extreme heat",-8.52
"43653","KY","Ballard","Other grain",-5,"Extreme heat",-6
"43654","KY","Barren","Other grain",-6.8,"Extreme heat",-8.16
"43655","KY","Bath","Other grain",-4.5,"Extreme heat",-5.4
"43656","KY","Bell","Other grain",-9,"Extreme heat",-10.8
"43657","KY","Boone","Other grain",-2.1,"Extreme heat",-2.52
"43658","KY","Bourbon","Other grain",-4.1,"Extreme heat",-4.92
"43659","KY","Boyd","Other grain",-5.3,"Extreme heat",-6.36
"43660","KY","Boyle","Other grain",-6.7,"Extreme heat",-8.04
"43661","KY","Bracken","Other grain",-4.1,"Extreme heat",-4.92
"43662","KY","Breathitt","Other grain",-5.7,"Extreme heat",-6.84
"43663","KY","Breckinridge","Other grain",-5.2,"Extreme heat",-6.24
"43664","KY","Bullitt","Other grain",-6.8,"Extreme heat",-8.16
"43665","KY","Butler","Other grain",-9.6,"Extreme heat",-11.52
"43666","KY","Caldwell","Other grain",-5.8,"Extreme heat",-6.96
"43667","KY","Calloway","Other grain",-6.5,"Extreme heat",-7.8
"43668","KY","Campbell","Other grain",-2.6,"Extreme heat",-3.12
"43669","KY","Carlisle","Other grain",-5.1,"Extreme heat",-6.12
"43670","KY","Carroll","Other grain",-3.4,"Extreme heat",-4.08
"43671","KY","Carter","Other grain",-4.9,"Extreme heat",-5.88
"43672","KY","Casey","Other grain",-7.2,"Extreme heat",-8.64
"43673","KY","Christian","Other grain",-7.9,"Extreme heat",-9.48
"43674","KY","Clark","Other grain",-5,"Extreme heat",-6
"43675","KY","Clay","Other grain",-7.7,"Extreme heat",-9.24
"43676","KY","Clinton","Other grain",-8.6,"Extreme heat",-10.32
"43677","KY","Crittenden","Other grain",-5.6,"Extreme heat",-6.72
"43678","KY","Cumberland","Other grain",-8.7,"Extreme heat",-10.44
"43679","KY","Daviess","Other grain",-9,"Extreme heat",-10.8
"43680","KY","Edmonson","Other grain",-9.4,"Extreme heat",-11.28
"43681","KY","Elliott","Other grain",-4.7,"Extreme heat",-5.64
"43682","KY","Estill","Other grain",-7.1,"Extreme heat",-8.52
"43683","KY","Fayette","Other grain",-3.8,"Extreme heat",-4.56
"43684","KY","Fleming","Other grain",-4,"Extreme heat",-4.8
"43685","KY","Floyd","Other grain",-5.2,"Extreme heat",-6.24
"43686","KY","Franklin","Other grain",-6.3,"Extreme heat",-7.56
"43687","KY","Fulton","Other grain",-6.1,"Extreme heat",-7.32
"43688","KY","Gallatin","Other grain",-2.8,"Extreme heat",-3.36
"43689","KY","Garrard","Other grain",-7.5,"Extreme heat",-9
"43690","KY","Grant","Other grain",-2.2,"Extreme heat",-2.64
"43691","KY","Graves","Other grain",-5.7,"Extreme heat",-6.84
"43692","KY","Grayson","Other grain",-8.4,"Extreme heat",-10.08
"43693","KY","Green","Other grain",-8.1,"Extreme heat",-9.72
"43694","KY","Greenup","Other grain",-7.3,"Extreme heat",-8.76
"43695","KY","Hancock","Other grain",-6.6,"Extreme heat",-7.92
"43696","KY","Hardin","Other grain",-5.8,"Extreme heat",-6.96
"43697","KY","Harrison","Other grain",-4.3,"Extreme heat",-5.16
"43698","KY","Hart","Other grain",-7.7,"Extreme heat",-9.24
"43699","KY","Henderson","Other grain",-5.6,"Extreme heat",-6.72
"43700","KY","Henry","Other grain",-3.9,"Extreme heat",-4.68
"43701","KY","Hickman","Other grain",-5.7,"Extreme heat",-6.84
"43702","KY","Hopkins","Other grain",-7.6,"Extreme heat",-9.12
"43703","KY","Jackson","Other grain",-7.2,"Extreme heat",-8.64
"43704","KY","Jefferson","Other grain",-6,"Extreme heat",-7.2
"43705","KY","Jessamine","Other grain",-6.2,"Extreme heat",-7.44
"43706","KY","Johnson","Other grain",-5.2,"Extreme heat",-6.24
"43707","KY","Kenton","Other grain",-2.2,"Extreme heat",-2.64
"43708","KY","Knott","Other grain",-5.4,"Extreme heat",-6.48
"43709","KY","Knox","Other grain",-9,"Extreme heat",-10.8
"43710","KY","Larue","Other grain",-6.7,"Extreme heat",-8.04
"43711","KY","Laurel","Other grain",-7.3,"Extreme heat",-8.76
"43712","KY","Lawrence","Other grain",-5.3,"Extreme heat",-6.36
"43713","KY","Lee","Other grain",-6.5,"Extreme heat",-7.8
"43714","KY","Leslie","Other grain",-7.2,"Extreme heat",-8.64
"43715","KY","Lewis","Other grain",-4.9,"Extreme heat",-5.88
"43716","KY","Lincoln","Other grain",-6.3,"Extreme heat",-7.56
"43717","KY","Livingston","Other grain",-5.7,"Extreme heat",-6.84
"43718","KY","Logan","Other grain",-9.4,"Extreme heat",-11.28
"43719","KY","Lyon","Other grain",-5.4,"Extreme heat",-6.48
"43720","KY","Madison","Other grain",-6.7,"Extreme heat",-8.04
"43721","KY","Magoffin","Other grain",-5.5,"Extreme heat",-6.6
"43722","KY","Marion","Other grain",-8,"Extreme heat",-9.6
"43723","KY","Marshall","Other grain",-5.5,"Extreme heat",-6.6
"43724","KY","Martin","Other grain",-5,"Extreme heat",-6
"43725","KY","Mason","Other grain",-4.1,"Extreme heat",-4.92
"43726","KY","McCracken","Other grain",-5.3,"Extreme heat",-6.36
"43727","KY","McCreary","Other grain",-10.3,"Extreme heat",-12.36
"43728","KY","McLean","Other grain",-8.5,"Extreme heat",-10.2
"43729","KY","Meade","Other grain",-3.4,"Extreme heat",-4.08
"43730","KY","Menifee","Other grain",-5,"Extreme heat",-6
"43731","KY","Mercer","Other grain",-7,"Extreme heat",-8.4
"43732","KY","Metcalfe","Other grain",-7.7,"Extreme heat",-9.24
"43733","KY","Monroe","Other grain",-7.5,"Extreme heat",-9
"43734","KY","Montgomery","Other grain",-4.5,"Extreme heat",-5.4
"43735","KY","Morgan","Other grain",-5,"Extreme heat",-6
"43736","KY","Muhlenberg","Other grain",-8,"Extreme heat",-9.6
"43737","KY","Nelson","Other grain",-7.7,"Extreme heat",-9.24
"43738","KY","Nicholas","Other grain",-3.9,"Extreme heat",-4.68
"43739","KY","Ohio","Other grain",-9.8,"Extreme heat",-11.76
"43740","KY","Oldham","Other grain",-5.2,"Extreme heat",-6.24
"43741","KY","Owen","Other grain",-3.4,"Extreme heat",-4.08
"43742","KY","Owsley","Other grain",-6.7,"Extreme heat",-8.04
"43743","KY","Pendleton","Other grain",-3.3,"Extreme heat",-3.96
"43744","KY","Perry","Other grain",-6.2,"Extreme heat",-7.44
"43745","KY","Pike","Other grain",-5,"Extreme heat",-6
"43746","KY","Powell","Other grain",-5.9,"Extreme heat",-7.08
"43747","KY","Pulaski","Other grain",-7,"Extreme heat",-8.4
"43748","KY","Robertson","Other grain",-4.6,"Extreme heat",-5.52
"43749","KY","Rockcastle","Other grain",-6.9,"Extreme heat",-8.28
"43750","KY","Rowan","Other grain",-4.8,"Extreme heat",-5.76
"43751","KY","Russell","Other grain",-7.3,"Extreme heat",-8.76
"43752","KY","Scott","Other grain",-3.7,"Extreme heat",-4.44
"43753","KY","Shelby","Other grain",-6.2,"Extreme heat",-7.44
"43754","KY","Simpson","Other grain",-8.7,"Extreme heat",-10.44
"43755","KY","Spencer","Other grain",-7.4,"Extreme heat",-8.88
"43756","KY","Taylor","Other grain",-8.9,"Extreme heat",-10.68
"43757","KY","Todd","Other grain",-8.4,"Extreme heat",-10.08
"43758","KY","Trigg","Other grain",-7.1,"Extreme heat",-8.52
"43759","KY","Trimble","Other grain",-3.2,"Extreme heat",-3.84
"43760","KY","Union","Other grain",-5.9,"Extreme heat",-7.08
"43761","KY","Warren","Other grain",-8.6,"Extreme heat",-10.32
"43762","KY","Washington","Other grain",-7.9,"Extreme heat",-9.48
"43763","KY","Wayne","Other grain",-8.1,"Extreme heat",-9.72
"43764","KY","Webster","Other grain",-6.9,"Extreme heat",-8.28
"43765","KY","Whitley","Other grain",-9.7,"Extreme heat",-11.64
"43766","KY","Wolfe","Other grain",-5.6,"Extreme heat",-6.72
"43767","KY","Woodford","Other grain",-5.9,"Extreme heat",-7.08
"43768","NE","Adams","Other grain",-15.5,"Drought",-18.6
"43769","NE","Antelope","Other grain",-25,"Drought",-30
"43770","NE","Arthur","Other grain",-26.7,"Drought",-32.04
"43771","NE","Banner","Other grain",-31.2,"Drought",-37.44
"43772","NE","Blaine","Other grain",-26.2,"Drought",-31.44
"43773","NE","Boone","Other grain",-23.4,"Drought",-28.08
"43774","NE","Box Butte","Other grain",-27.7,"Drought",-33.24
"43775","NE","Boyd","Other grain",-24,"Drought",-28.8
"43776","NE","Brown","Other grain",-25.6,"Drought",-30.72
"43777","NE","Buffalo","Other grain",-24.2,"Drought",-29.04
"43778","NE","Burt","Other grain",-19,"Drought",-22.8
"43779","NE","Butler","Other grain",-18.8,"Drought",-22.56
"43780","NE","Cass","Other grain",-15.7,"Drought",-18.84
"43781","NE","Cedar","Other grain",-25.5,"Drought",-30.6
"43782","NE","Chase","Other grain",-18.6,"Drought",-22.32
"43783","NE","Cherry","Other grain",-26.8,"Drought",-32.16
"43784","NE","Cheyenne","Other grain",-25.7,"Drought",-30.84
"43785","NE","Clay","Other grain",-13.4,"Drought",-16.08
"43786","NE","Colfax","Other grain",-22.9,"Drought",-27.48
"43787","NE","Cuming","Other grain",-21.1,"Drought",-25.32
"43788","NE","Custer","Other grain",-27.1,"Drought",-32.52
"43789","NE","Dakota","Other grain",-17.6,"Drought",-21.12
"43790","NE","Dawes","Other grain",-28.6,"Drought",-34.32
"43791","NE","Dawson","Other grain",-24.1,"Drought",-28.92
"43792","NE","Deuel","Other grain",-28.9,"Drought",-34.68
"43793","NE","Dixon","Other grain",-20.5,"Drought",-24.6
"43794","NE","Dodge","Other grain",-19.3,"Drought",-23.16
"43795","NE","Douglas","Other grain",-16.7,"Drought",-20.04
"43796","NE","Dundy","Other grain",-17.4,"Drought",-20.88
"43797","NE","Fillmore","Other grain",-15.4,"Drought",-18.48
"43798","NE","Franklin","Other grain",-13.3,"Drought",-15.96
"43799","NE","Frontier","Other grain",-25,"Drought",-30
"43800","NE","Furnas","Other grain",-21.9,"Drought",-26.28
"43801","NE","Gage","Other grain",-17.4,"Drought",-20.88
"43802","NE","Garden","Other grain",-30.1,"Drought",-36.12
"43803","NE","Garfield","Other grain",-22.9,"Drought",-27.48
"43804","NE","Gosper","Other grain",-21.8,"Drought",-26.16
"43805","NE","Grant","Other grain",-29.9,"Drought",-35.88
"43806","NE","Greeley","Other grain",-25.5,"Drought",-30.6
"43807","NE","Hall","Other grain",-24.3,"Drought",-29.16
"43808","NE","Hamilton","Other grain",-24.1,"Drought",-28.92
"43809","NE","Harlan","Other grain",-18.7,"Drought",-22.44
"43810","NE","Hayes","Other grain",-22.2,"Drought",-26.64
"43811","NE","Hitchcock","Other grain",-20,"Drought",-24
"43812","NE","Holt","Other grain",-21.6,"Drought",-25.92
"43813","NE","Hooker","Other grain",-29.9,"Drought",-35.88
"43814","NE","Howard","Other grain",-26.2,"Drought",-31.44
"43815","NE","Jefferson","Other grain",-15.9,"Drought",-19.08
"43816","NE","Johnson","Other grain",-16.5,"Drought",-19.8
"43817","NE","Kearney","Other grain",-17.2,"Drought",-20.64
"43818","NE","Keith","Other grain",-27.6,"Drought",-33.12
"43819","NE","Keya Paha","Other grain",-21.5,"Drought",-25.8
"43820","NE","Kimball","Other grain",-26.2,"Drought",-31.44
"43821","NE","Knox","Other grain",-28.7,"Drought",-34.44
