geography,geographic_area_name,total_population,agesex_male_total,agesex_female_total,agesex_male_kids,agesex_male_adults,agesex_female_kids,agesex_female_adults,agesex_kid_total,agesex_adult_total,income_total_population_determined,income_low_income,income_high_income,income_unknown_income,race_total_population_determined,race_black-african_american,race_hispanic-latino,race_white,race_other_race,race_unknown_race
0500000US17071,"Henderson County, Illinois",6485,3237,3248,664,2573,634,2614,1298,5187,6428,1508,4920,57,6428,0,119,6112,197,57
0500000US17073,"Henry County, Illinois",49412,24620,24792,6237,18383,5832,18960,12069,37343,48520,10846,37674,892,48520,841,2903,43689,1087,892
0500000US17075,"Iroquois County, Illinois",27362,13415,13947,3347,10068,3293,10654,6640,20722,26673,7851,18822,689,26673,196,1971,23794,712,689
0500000US17077,"Jackson County, Illinois",53676,26485,27191,6633,19852,6390,20801,13023,40653,50045,21259,28786,3631,50045,6928,2165,37124,3828,3631
0500000US17079,"Jasper County, Illinois",9324,4703,4621,1220,3483,1105,3516,2325,6999,9244,2284,6960,80,9244,9,63,8993,179,80
0500000US17081,"Jefferson County, Illinois",37362,19409,17953,4757,14652,4401,13552,9158,28204,35312,11105,24207,2050,35312,2413,883,30352,1664,2050
0500000US17083,"Jersey County, Illinois",21533,10627,10906,2621,8006,2394,8512,5015,16518,20525,3894,16631,1008,20525,21,254,19700,550,1008
0500000US17085,"Jo Daviess County, Illinois",21995,11122,10873,2400,8722,2155,8718,4555,17440,21795,4856,16939,200,21795,113,686,20542,454,200
0500000US17087,"Johnson County, Illinois",13238,7259,5979,1407,5852,1398,4581,2805,10433,10924,2901,8023,2314,10924,6,213,10549,156,2314
0500000US17089,"Kane County, Illinois",518648,259680,258968,74588,185092,70662,188306,145250,373398,512156,99913,412243,6492,512156,26866,165418,288253,31619,6492
0500000US17091,"Kankakee County, Illinois",108104,53567,54537,14500,39067,13941,40596,28441,79663,103860,29490,74370,4244,103860,15026,11513,73606,3715,4244
0500000US17093,"Kendall County, Illinois",130757,64996,65761,20769,44227,19875,45886,40644,90113,130219,14875,115344,538,130219,10578,26170,86859,6612,538
0500000US17095,"Knox County, Illinois",50193,25526,24667,6066,19460,5642,19025,11708,38485,45947,16543,29404,4246,45947,2894,2533,39211,1309,4246
0500000US17097,"Lake County, Illinois",714484,358911,355573,100553,258358,94318,261255,194871,519613,696696,124615,572081,17788,696696,44966,156116,418927,76687,17788
0500000US17099,"LaSalle County, Illinois",109986,55773,54213,13362,42411,12670,41543,26032,83954,106416,27686,78730,3570,106416,1889,10729,90902,2896,3570
0500000US17101,"Lawrence County, Illinois",15465,8788,6677,1636,7152,1565,5112,3201,12264,13070,3960,9110,2395,13070,299,74,12221,476,2395
0500000US17103,"Lee County, Illinois",34373,18332,16041,3830,14502,3689,12352,7519,26854,31228,7437,23791,3145,31228,633,1861,28062,672,3145
0500000US17105,"Livingston County, Illinois",35902,18283,17619,4595,13688,4054,13565,8649,27253,33768,9092,24676,2134,33768,547,1496,30746,979,2134
0500000US17107,"Logan County, Illinois",28238,13919,14319,3294,10625,3093,11226,6387,21851,24372,5573,18799,3866,24372,308,553,22592,919,3866
0500000US17109,"McDonough County, Illinois",27743,13365,14378,3388,9977,3644,10734,7032,20711,24703,8995,15708,3040,24703,595,553,22276,1279,3040
0500000US17111,"McHenry County, Illinois",310749,155410,155339,41261,114149,39273,116066,80534,230215,308380,42464,265916,2369,308380,4562,42478,245383,15957,2369
0500000US17113,"McLean County, Illinois",171455,83625,87830,22788,60837,23288,64542,46076,125379,162474,41648,120826,8981,162474,12595,8090,128994,12795,8981
0500000US17115,"Macon County, Illinois",104331,50215,54116,13418,36797,12837,41279,26255,78076,100876,28944,71932,3455,100876,16050,2351,76458,6017,3455
0500000US17117,"Macoupin County, Illinois",45152,22341,22811,5564,16777,5088,17723,10652,34500,44214,13449,30765,938,44214,375,547,42267,1025,938
0500000US17119,"Madison County, Illinois",266112,130389,135723,33365,97024,31384,104339,64749,201363,260362,63688,196674,5750,260362,22171,9118,218787,10286,5750
0500000US17121,"Marion County, Illinois",37781,18530,19251,4898,13632,4798,14453,9696,28085,36567,12313,24254,1214,36567,1301,753,33339,1174,1214
0500000US17123,"Marshall County, Illinois",11781,5875,5906,1347,4528,1289,4617,2636,9145,11315,2758,8557,466,11315,70,348,10625,272,466
0500000US17125,"Mason County, Illinois",13225,6575,6650,1527,5048,1499,5151,3026,10199,13047,3988,9059,178,13047,20,161,12587,279,178
0500000US17127,"Massac County, Illinois",14280,6887,7393,1666,5221,1759,5634,3425,10855,13961,4373,9588,319,13961,857,446,12121,537,319
0500000US17129,"Menard County, Illinois",12343,6020,6323,1491,4529,1578,4745,3069,9274,12194,2049,10145,149,12194,83,201,11645,265,149
0500000US17131,"Mercer County, Illinois",15779,7972,7807,1947,6025,1800,6007,3747,12032,15545,3669,11876,234,15545,35,407,14744,359,234
0500000US17133,"Monroe County, Illinois",34732,17258,17474,4348,12910,4136,13338,8484,26248,34390,3450,30940,342,34390,62,558,33048,722,342
0500000US17135,"Montgomery County, Illinois",28482,15173,13309,3214,11959,3083,10226,6297,22185,25554,6859,18695,2928,25554,156,255,24687,456,2928
0500000US17137,"Morgan County, Illinois",33189,16687,16502,3663,13024,4052,12450,7715,25474,30400,9299,21101,2789,30400,1387,531,27504,978,2789
0500000US17139,"Moultrie County, Illinois",14634,7184,7450,2109,5075,1962,5488,4071,10563,14344,2994,11350,290,14344,93,226,13850,175,290
0500000US17141,"Ogle County, Illinois",51787,25810,25977,6698,19112,6401,19576,13099,38688,50984,12200,38784,803,50984,521,5431,43491,1541,803
0500000US17143,"Peoria County, Illinois",182439,88947,93492,24902,64045,23667,69825,48569,133870,177425,52588,124837,5014,177425,31286,8945,121976,15218,5014
0500000US17145,"Perry County, Illinois",21158,11656,9502,2369,9287,2206,7296,4575,16583,18496,6230,12266,2662,18496,245,337,17332,582,2662
0500000US17147,"Piatt County, Illinois",16664,8222,8442,2031,6191,2035,6407,4066,12598,16600,2807,13793,64,16600,90,244,15905,361,64
0500000US17149,"Pike County, Illinois",14923,7457,7466,1945,5512,1790,5676,3735,11188,14403,4573,9830,520,14403,38,164,13865,336,520
0500000US17151,"Pope County, Illinois",3820,1811,2009,269,1542,499,1510,768,3052,3609,1258,2351,211,3609,46,71,3366,126,211
0500000US17153,"Pulaski County, Illinois",5279,2547,2732,623,1924,651,2081,1274,4005,5218,2029,3189,61,5218,1556,123,3342,197,61
0500000US17155,"Putnam County, Illinois",5638,2865,2773,646,2219,593,2180,1239,4399,5628,1042,4586,10,5628,9,336,5162,121,10
0500000US17157,"Randolph County, Illinois",30632,17311,13321,3664,13647,3050,10271,6714,23918,27029,7580,19449,3603,27029,1221,743,24578,487,3603
0500000US17159,"Richland County, Illinois",15876,7834,8042,2088,5746,1985,6057,4073,11803,15542,4379,11163,334,15542,80,272,14684,506,334
0500000US17161,"Rock Island County, Illinois",144694,71714,72980,18710,53004,17770,55210,36480,108214,139680,41095,98585,5014,139680,14639,18612,99387,7042,5014
0500000US17163,"St. Clair County, Illinois",258597,125532,133065,34514,91018,32471,100594,66985,191612,254013,67659,186354,4584,254013,73910,11074,154114,14915,4584
0500000US17165,"Saline County, Illinois",23869,11712,12157,2915,8797,2684,9473,5599,18270,23335,8538,14797,534,23335,570,391,21408,966,534
0500000US17167,"Sangamon County, Illinois",196759,94933,101826,24855,70078,23514,78312,48369,148390,192932,48964,143968,3827,192932,24296,4528,153638,10470,3827
0500000US17169,"Schuyler County, Illinois",6953,3803,3150,767,3036,626,2524,1393,5560,6882,1935,4947,71,6882,320,72,6386,104,71
0500000US17171,"Scott County, Illinois",4923,2443,2480,602,1841,569,1911,1171,3752,4861,1197,3664,62,4861,12,20,4664,165,62
0500000US17173,"Shelby County, Illinois",21160,10440,10720,2529,7911,2457,8263,4986,16174,20977,5426,15551,183,20977,64,231,20329,353,183
0500000US17175,"Stark County, Illinois",5436,2692,2744,637,2055,628,2116,1265,4171,5308,1381,3927,128,5308,44,114,4997,153,128
0500000US17177,"Stephenson County, Illinois",44817,21975,22842,5434,16541,5101,17741,10535,34282,44079,13782,30297,738,44079,4099,1922,35954,2104,738
0500000US17179,"Tazewell County, Illinois",131977,65184,66793,16706,48478,16242,50551,32948,99029,129305,27593,101712,2672,129305,1187,3093,121350,3675,2672
0500000US17181,"Union County, Illinois",17259,8724,8535,2158,6566,1877,6658,4035,13224,17000,5962,11038,259,17000,215,929,15479,377,259
0500000US17183,"Vermilion County, Illinois",74953,37518,37435,10018,27500,9485,27950,19503,55450,71696,25678,46018,3257,71696,9317,3434,56999,1946,3257
0500000US17185,"Wabash County, Illinois",11414,5658,5756,1451,4207,1307,4449,2758,8656,11290,3397,7893,124,11290,6,259,10609,416,124
0500000US17187,"Warren County, Illinois",16887,8329,8558,2270,6059,2198,6360,4468,12419,15794,4170,11624,1093,15794,542,1538,13184,530,1093
0500000US17189,"Washington County, Illinois",13827,6936,6891,1642,5294,1589,5302,3231,10596,13589,2612,10977,238,13589,97,201,13059,232,238
0500000US17191,"Wayne County, Illinois",16250,8083,8167,2078,6005,1973,6194,4051,12199,16200,5495,10705,50,16200,170,262,15590,178,50
0500000US17193,"White County, Illinois",13959,6892,7067,1690,5202,1631,5436,3321,10638,13494,4875,8619,465,13494,34,190,13055,215,465
0500000US17195,"Whiteside County, Illinois",55932,28065,27867,7198,20867,6457,21410,13655,42277,54818,14124,40694,1114,54818,563,6870,45930,1455,1114
0500000US17197,"Will County, Illinois",696403,347369,349034,97975,249394,93379,255655,191354,505049,686328,106204,580124,10075,686328,76130,125068,427239,57891,10075
0500000US17199,"Williamson County, Illinois",67271,33700,33571,8284,25416,7816,25755,16100,51171,64782,19180,45602,2489,64782,2211,1697,58231,2643,2489
0500000US17201,"Winnebago County, Illinois",285471,140109,145362,38011,102098,36012,109350,74023,211448,280951,90276,190675,4520,280951,36905,38253,188933,16860,4520
0500000US17203,"Woodford County, Illinois",38571,19271,19300,5349,13922,5071,14229,10420,28151,37472,5677,31795,1099,37472,238,725,35826,683,1099
0500000US18001,"Adams County, Indiana",35685,17938,17747,6397,11541,5798,11949,12195,23490,34933,11428,23505,752,34933,285,1650,32565,433,752
0500000US18003,"Allen County, Indiana",381839,187778,194061,55249,132529,52827,141234,108076,273763,375492,104528,270964,6347,375492,42029,29430,272283,31750,6347
0500000US18005,"Bartholomew County, Indiana",81759,41402,40357,10937,30465,10281,30076,21218,60541,80666,19950,60716,1093,80666,1486,6039,64668,8473,1093
0500000US18007,"Benton County, Indiana",8687,4329,4358,1200,3129,1151,3207,2351,6336,8564,3148,5416,123,8564,51,487,7826,200,123
0500000US18009,"Blackford County, Indiana",12139,6011,6128,1518,4493,1437,4691,2955,9184,11982,4698,7284,157,11982,60,222,11404,296,157
0500000US18011,"Boone County, Indiana",69839,34715,35124,10230,24485,9605,25519,19835,50004,68886,9097,59789,953,68886,1295,2285,61570,3736,953
0500000US18013,"Brown County, Indiana",15444,7656,7788,1444,6212,1422,6366,2866,12578,15220,3589,11631,224,15220,91,293,14478,358,224
0500000US18015,"Carroll County, Indiana",20288,10300,9988,2634,7666,2372,7616,5006,15282,20068,4651,15417,220,20068,111,918,18668,371,220
0500000US18017,"Cass County, Indiana",37918,18868,19050,5035,13833,4599,14451,9634,28284,36889,12437,24452,1029,36889,248,6081,28764,1796,1029
0500000US18019,"Clark County, Indiana",120185,59067,61118,15279,43788,14336,46782,29615,90570,118378,29257,89121,1807,118378,7748,6774,97366,6490,1807
0500000US18021,"Clay County, Indiana",26397,13041,13356,3334,9707,3372,9984,6706,19691,25637,6436,19201,760,25637,121,387,24444,685,760
0500000US18023,"Clinton County, Indiana",33010,16486,16524,5005,11481,4621,11903,9626,23384,32241,10407,21834,769,32241,161,5397,26230,453,769
0500000US18025,"Crawford County, Indiana",10511,5388,5123,1265,4123,1257,3866,2522,7989,10370,3956,6414,141,10370,45,83,9903,339,141
0500000US18027,"Daviess County, Indiana",33281,16685,16596,5391,11294,5297,11299,10688,22593,32709,10787,21922,572,32709,489,1837,29252,1131,572
0500000US18029,"Dearborn County, Indiana",50494,25125,25369,6499,18626,6054,19315,12553,37941,49781,10395,39386,713,49781,208,701,47767,1105,713
0500000US18031,"Decatur County, Indiana",26466,13272,13194,3477,9795,3454,9740,6931,19535,25990,6047,19943,476,25990,23,575,24511,881,476
0500000US18033,"DeKalb County, Indiana",43059,21372,21687,5764,15608,5692,15995,11456,31603,42637,10599,32038,422,42637,85,1275,40251,1026,422
0500000US18035,"Delaware County, Indiana",112480,54343,58137,13705,40638,13809,44328,27514,84966,105171,39285,65886,7309,105171,6381,2561,91443,4786,7309
0500000US18037,"Dubois County, Indiana",43474,21823,21651,5850,15973,5682,15969,11532,31942,42565,9198,33367,909,42565,523,3549,37864,629,909
0500000US18039,"Elkhart County, Indiana",206314,102515,103799,31815,70700,30564,73235,62379,143935,202832,57667,145165,3482,202832,10255,34158,149536,8883,3482
0500000US18041,"Fayette County, Indiana",23393,11476,11917,2863,8613,2803,9114,5666,17727,23016,8214,14802,377,23016,315,326,21647,728,377
0500000US18043,"Floyd County, Indiana",79594,38748,40846,10240,28508,9884,30962,20124,59470,77992,16046,61946,1602,77992,3811,2802,68006,3373,1602
0500000US18045,"Fountain County, Indiana",16422,8235,8187,2110,6125,1869,6318,3979,12443,16234,4793,11441,188,16234,76,439,15389,330,188
0500000US18047,"Franklin County, Indiana",22769,11420,11349,2923,8497,2891,8458,5814,16955,22613,4518,18095,156,22613,11,282,21770,550,156
0500000US18049,"Fulton County, Indiana",20400,10209,10191,2762,7447,2500,7691,5262,15138,19945,5578,14367,455,19945,85,1111,18148,601,455
0500000US18051,"Gibson County, Indiana",33017,16678,16339,4592,12086,4088,12251,8680,24337,32201,7855,24346,816,32201,726,592,29729,1154,816
0500000US18053,"Grant County, Indiana",66802,32122,34680,8306,23816,8372,26308,16678,50124,61306,21074,40232,5496,61306,4471,2898,51546,2391,5496
0500000US18055,"Greene County, Indiana",30924,15598,15326,3806,11792,3615,11711,7421,23503,30517,9062,21455,407,30517,99,552,29286,580,407
0500000US18057,"Hamilton County, Indiana",341616,167909,173707,50795,117114,48375,125332,99170,242446,339636,37107,302529,1980,339636,13093,14567,279332,32644,1980
0500000US18059,"Hancock County, Indiana",78616,38933,39683,10441,28492,9834,29849,20275,58341,77818,11150,66668,798,77818,2059,2103,71079,2577,798
0500000US18061,"Harrison County, Indiana",39516,19817,19699,4929,14888,4758,14941,9687,29829,39024,9351,29673,492,39024,214,812,36982,1016,492
0500000US18063,"Hendricks County, Indiana",172100,86571,85529,24493,62078,22548,62981,47041,125059,168955,20973,147982,3145,168955,12096,7309,139185,10365,3145
0500000US18065,"Henry County, Indiana",48857,25738,23119,5762,19976,5413,17706,11175,37682,45410,13700,31710,3447,45410,699,688,43036,987,3447
0500000US18067,"Howard County, Indiana",83349,40243,43106,10637,29606,10360,32746,20997,62352,81854,21696,60158,1495,81854,6527,3005,68914,3408,1495
0500000US18069,"Huntington County, Indiana",36572,18269,18303,4676,13593,4380,13923,9056,27516,35302,9131,26171,1270,35302,239,940,33277,846,1270
0500000US18071,"Jackson County, Indiana",45948,23119,22829,6614,16505,5649,17180,12263,33685,44676,12956,31720,1272,44676,526,3514,38642,1994,1272
0500000US18073,"Jasper County, Indiana",33006,16545,16461,4451,12094,4240,12221,8691,24315,32176,7733,24443,830,32176,255,2053,28848,1020,830
0500000US18075,"Jay County, Indiana",20570,10441,10129,2944,7497,2670,7459,5614,14956,20263,7122,13141,307,20263,59,664,19184,356,307
0500000US18077,"Jefferson County, Indiana",33000,15809,17191,3868,11941,3823,13368,7691,25309,30719,9140,21579,2281,30719,480,885,28479,875,2281
0500000US18079,"Jennings County, Indiana",27619,13977,13642,3660,10317,3339,10303,6999,20620,26899,7430,19469,720,26899,186,768,25428,517,720
0500000US18081,"Johnson County, Indiana",159739,78792,80947,21893,56899,21321,59626,43214,116525,156591,28553,128038,3148,156591,4012,5954,136831,9794,3148
0500000US18083,"Knox County, Indiana",36362,18550,17812,5002,13548,4324,13488,9326,27036,34269,10411,23858,2093,34269,574,816,31492,1387,2093
0500000US18085,"Kosciusko County, Indiana",80151,40219,39932,10871,29348,10439,29493,21310,58841,78510,17856,60654,1641,78510,485,6467,68368,3190,1641
0500000US18087,"LaGrange County, Indiana",40085,20366,19719,7416,12950,6773,12946,14189,25896,39625,8787,30838,460,39625,50,1683,37212,680,460
0500000US18089,"Lake County, Indiana",495925,241488,254437,66138,175350,63319,191118,129457,366468,490255,141602,348653,5670,490255,113579,97059,261138,18479,5670
0500000US18091,"LaPorte County, Indiana",112184,58178,54006,13710,44468,12798,41208,26508,85676,104283,30665,73618,7901,104283,9262,7275,83066,4680,7901
0500000US18093,"Lawrence County, Indiana",45133,22197,22936,5534,16663,5289,17647,10823,34310,44412,11255,33157,721,44412,105,776,42086,1445,721
0500000US18095,"Madison County, Indiana",130037,65493,64544,16376,49117,15104,49440,31480,98557,123456,37959,85497,6581,123456,8782,5270,104975,4429,6581
0500000US18097,"Marion County, Indiana",969542,469131,500411,134919,334212,129760,370651,264679,704863,950293,318862,631431,19249,950293,265984,103825,507261,73223,19249
0500000US18099,"Marshall County, Indiana",46175,23111,23064,6559,16552,6284,16780,12843,33332,45424,12892,32532,751,45424,314,4791,39451,868,751
0500000US18101,"Martin County, Indiana",9885,5053,4832,1332,3721,1198,3634,2530,7355,9587,2470,7117,298,9587,13,39,9274,261,298
0500000US18103,"Miami County, Indiana",36100,19513,16587,4596,14917,3963,12624,8559,27541,33776,10568,23208,2324,33776,945,1043,30196,1592,2324
0500000US18105,"Monroe County, Indiana",140189,69778,70411,18176,51602,18130,52281,36306,103883,124391,41705,82686,15798,124391,4327,4276,104215,11573,15798
0500000US18107,"Montgomery County, Indiana",37967,19310,18657,5137,14173,4591,14066,9728,28239,36376,10806,25570,1591,36376,301,1818,33264,993,1591
0500000US18109,"Morgan County, Indiana",71394,35621,35773,9295,26326,8689,27084,17984,53410,70156,14637,55519,1238,70156,153,1241,66663,2099,1238
0500000US18111,"Newton County, Indiana",13865,7075,6790,1645,5430,1621,5169,3266,10599,13615,3753,9862,250,13615,139,964,12276,236,250
0500000US18113,"Noble County, Indiana",47293,23884,23409,6566,17318,6200,17209,12766,34527,46237,10909,35328,1056,46237,90,4911,39987,1249,1056
0500000US18115,"Ohio County, Indiana",5931,2938,2993,638,2300,627,2366,1265,4666,5831,1400,4431,100,5831,12,57,5541,221,100
0500000US18117,"Orange County, Indiana",19752,9914,9838,2567,7347,2354,7484,4921,14831,19401,6085,13316,351,19401,313,347,18280,461,351
0500000US18119,"Owen County, Indiana",21280,10844,10436,2553,8291,2405,8031,4958,16322,20836,6540,14296,444,20836,0,257,19958,621,444
0500000US18121,"Parke County, Indiana",16316,7804,8512,2028,5776,1814,6698,3842,12474,14978,5235,9743,1338,14978,103,136,14170,569,1338
0500000US18123,"Perry County, Indiana",19151,10330,8821,2303,8027,2090,6731,4393,14758,17475,4311,13164,1676,17475,145,240,16784,306,1676
